"id","firstname","lastname","birthyear","zipcode","gamma.1","gamma.2","gamma.3","gamma.4","posterior","firstname_a","lastname_a","birthyear_a","zipcode_a","firstname_b","lastname_b","birthyear_b","zipcode_b","first_name_distance","last_name_distance","birth_year_distance","posterior_bin"
861,"Jane","Miller",1982,12503,2,2,2,2,0.999606254813491,"Jane","Miller",1982,12503,"Jane","Miller",1982,12503,0,0,0,"(0.9,1]"
862,"Sarah","Martinez",1996,18887,2,2,2,2,0.999606254813491,"Sarah","Martinez",1996,18887,"Sarah","Martinez",1996,18887,0,0,0,"(0.9,1]"
863,"John","Garcia",1986,18317,2,2,2,2,0.999606254813491,"John","Garcia",1986,18317,"John","Garcia",1986,18317,0,0,0,"(0.9,1]"
864,"David","Rodriguez",1981,18066,2,2,2,2,0.999606254813491,"David","Rodriguez",1981,18066,"David","Rodriguez",1981,18066,0,0,0,"(0.9,1]"
865,"Michael","Martinez",1980,13099,0,2,2,2,0.985296268614473,"Michael","Martinez",1980,13099,"qzadvbu","Martinez",1980,13099,7,0,0,"(0.9,1]"
866,"Michael","Miller",1972,10407,0,2,0,2,0.352540029046541,"Michael","Miller",1972,10407,"swjhxbc","Miller",1974,10407,6,0,2,"(0.3,0.4]"
867,"Michael","Garcia",1985,16270,2,2,0,2,0.953764941384782,"Michael","Garcia",1985,16270,"Michael","Garcia",1983,16270,0,0,2,"(0.9,1]"
868,"Sarah","Jones",1976,14765,2,2,2,2,0.999606254813491,"Sarah","Jones",1976,14765,"Sarah","Jones",1976,14765,0,0,0,"(0.9,1]"
869,"James","Davis",1985,12215,2,2,2,2,0.999606254813491,"James","Davis",1985,12215,"James","Davis",1985,12215,0,0,0,"(0.9,1]"
870,"Michael","Davis",1993,12352,2,2,0,2,0.953764941384782,"Michael","Davis",1993,12352,"Michael","Davis",1995,12352,0,0,2,"(0.9,1]"
871,"Jane","Williams",1978,12218,2,2,2,2,0.999606254813491,"Jane","Williams",1978,12218,"Jane","Williams",1978,12218,0,0,0,"(0.9,1]"
872,"David","Williams",1978,10224,2,0,0,2,0.350824129674507,"David","Williams",1978,10224,"David","Willibms",1976,10224,0,1,2,"(0.3,0.4]"
873,"David","Davis",1986,16707,2,0,2,2,0.9851868388166,"David","Davis",1986,16707,"David","Dyvzr",1986,16707,0,3,0,"(0.9,1]"
874,"William","Martinez",1971,15833,2,2,0,2,0.953764941384782,"William","Martinez",1971,15833,"William","Martinez",1972,15833,0,0,1,"(0.9,1]"
875,"Jane","Martinez",1972,15363,2,2,0,2,0.953764941384782,"Jane","Martinez",1972,15363,"Jane","Martinez",1974,15363,0,0,2,"(0.9,1]"
876,"Emma","Jones",1990,15993,0,0,2,2,0.637087109523096,"Emma","Jones",1990,15993,"dmma","nonrk",1990,15993,1,3,0,"(0.6,0.7]"
877,"William","Rodriguez",1987,14310,2,2,0,2,0.953764941384782,"William","Rodriguez",1987,14310,"William","Rodriguez",1985,14310,0,0,2,"(0.9,1]"
878,"William","Davis",1972,18465,2,0,2,2,0.9851868388166,"William","Davis",1972,18465,"William","rwvtr",1972,18465,0,4,0,"(0.9,1]"
879,"Emma","Miller",1977,15895,2,0,0,2,0.350824129674507,"Emma","Miller",1977,15895,"Emma","iilbsj",1978,15895,0,4,1,"(0.3,0.4]"
880,"David","Garcia",1985,15964,2,2,2,2,0.999606254813491,"David","Garcia",1985,15964,"David","Garcia",1985,15964,0,0,0,"(0.9,1]"
881,"Jane","Williams",1982,12283,2,2,2,2,0.999606254813491,"Jane","Williams",1982,12283,"Jane","Williams",1982,12283,0,0,0,"(0.9,1]"
882,"Michael","Williams",2000,14806,2,2,2,2,0.999606254813491,"Michael","Williams",2000,14806,"Michael","Williams",2000,14806,0,0,0,"(0.9,1]"
883,"James","Smith",1978,16135,2,2,2,2,0.999606254813491,"James","Smith",1978,16135,"James","Smith",1978,16135,0,0,0,"(0.9,1]"
884,"Michael","Williams",1986,12182,2,2,2,2,0.999606254813491,"Michael","Williams",1986,12182,"Michael","Williams",1986,12182,0,0,0,"(0.9,1]"
885,"Michael","Williams",1989,12339,2,2,2,2,0.999606254813491,"Michael","Williams",1989,12339,"Michael","Williams",1989,12339,0,0,0,"(0.9,1]"
886,"David","Smith",1983,16410,2,2,0,2,0.953764941384782,"David","Smith",1983,16410,"David","Smith",1984,16410,0,0,1,"(0.9,1]"
887,"William","Rodriguez",1972,15682,2,2,2,2,0.999606254813491,"William","Rodriguez",1972,15682,"William","Rodriguez",1972,15682,0,0,0,"(0.9,1]"
888,"Emma","Johnson",1975,10654,2,2,0,2,0.953764941384782,"Emma","Johnson",1975,10654,"Emma","Johnson",1977,10654,0,0,2,"(0.9,1]"
889,"Olivia","Davis",2000,14354,2,0,2,2,0.9851868388166,"Olivia","Davis",2000,14354,"Olivia","icvif",2000,14354,0,3,0,"(0.9,1]"
890,"Emily","Brown",1979,18861,2,2,2,2,0.999606254813491,"Emily","Brown",1979,18861,"Emily","Brown",1979,18861,0,0,0,"(0.9,1]"
891,"Michael","Davis",1987,13541,2,2,2,2,0.999606254813491,"Michael","Davis",1987,13541,"Michael","Davis",1987,13541,0,0,0,"(0.9,1]"
892,"William","Johnson",1973,18911,2,2,2,2,0.999606254813491,"William","Johnson",1973,18911,"William","Johnson",1973,18911,0,0,0,"(0.9,1]"
893,"Emma","Smith",1993,15088,0,2,0,2,0.352540029046541,"Emma","Smith",1993,15088,"jmmq","Smith",1992,15088,2,0,1,"(0.3,0.4]"
894,"John","Rodriguez",1989,18387,2,2,2,2,0.999606254813491,"John","Rodriguez",1989,18387,"John","Rodriguez",1989,18387,0,0,0,"(0.9,1]"
895,"William","Martinez",1980,13426,2,0,0,2,0.350824129674507,"William","Martinez",1980,13426,"William","Martinew",1978,13426,0,1,2,"(0.3,0.4]"
896,"James","Davis",1970,15224,0,2,2,2,0.985296268614473,"James","Davis",1970,15224,"Jomes","Davis",1970,15224,1,0,0,"(0.9,1]"
897,"Michael","Johnson",1977,12963,2,2,2,2,0.999606254813491,"Michael","Johnson",1977,12963,"Michael","Johnson",1977,12963,0,0,0,"(0.9,1]"
898,"Olivia","Johnson",1999,13848,2,0,2,2,0.9851868388166,"Olivia","Johnson",1999,13848,"Olivia","Jozwjvn",1999,13848,0,4,0,"(0.9,1]"
899,"Sarah","Brown",1993,18105,2,2,2,2,0.999606254813491,"Sarah","Brown",1993,18105,"Sarah","Brown",1993,18105,0,0,0,"(0.9,1]"
900,"Emily","Jones",1994,12921,2,0,2,2,0.9851868388166,"Emily","Jones",1994,12921,"Emily","syhws",1994,12921,0,4,0,"(0.9,1]"
901,"James","Garcia",1981,14873,2,0,0,2,0.350824129674507,"James","Garcia",1981,14873,"James","yyrzpo",1982,14873,0,5,1,"(0.3,0.4]"
902,"David","Martinez",1993,16584,0,2,2,2,0.985296268614473,"David","Martinez",1993,16584,"qrhdi","Martinez",1993,16584,5,0,0,"(0.9,1]"
903,"James","Brown",1990,15770,2,2,2,2,0.999606254813491,"James","Brown",1990,15770,"James","Brown",1990,15770,0,0,0,"(0.9,1]"
904,"James","Brown",1987,18652,2,2,2,2,0.999606254813491,"James","Brown",1987,18652,"James","Brown",1987,18652,0,0,0,"(0.9,1]"
905,"David","Brown",1979,15864,2,2,2,2,0.999606254813491,"David","Brown",1979,15864,"David","Brown",1979,15864,0,0,0,"(0.9,1]"
906,"Sarah","Jones",1975,19710,2,2,2,2,0.999606254813491,"Sarah","Jones",1975,19710,"Sarah","Jones",1975,19710,0,0,0,"(0.9,1]"
907,"Sarah","Johnson",1983,12167,0,2,2,2,0.985296268614473,"Sarah","Johnson",1983,12167,"upbde","Johnson",1983,12167,5,0,0,"(0.9,1]"
908,"Sarah","Garcia",1998,14812,0,2,0,2,0.352540029046541,"Sarah","Garcia",1998,14812,"Saraq","Garcia",1997,14812,1,0,1,"(0.3,0.4]"
909,"Emma","Johnson",1972,17853,2,2,2,2,0.999606254813491,"Emma","Johnson",1972,17853,"Emma","Johnson",1972,17853,0,0,0,"(0.9,1]"
910,"Emily","Smith",1992,11478,2,0,2,2,0.9851868388166,"Emily","Smith",1992,11478,"Emily","evjlg",1992,11478,0,5,0,"(0.9,1]"
911,"Emma","Rodriguez",1995,18287,2,2,2,2,0.999606254813491,"Emma","Rodriguez",1995,18287,"Emma","Rodriguez",1995,18287,0,0,0,"(0.9,1]"
912,"William","Jones",1984,10730,0,0,2,2,0.637087109523096,"William","Jones",1984,10730,"riotkme","pafqq",1984,10730,6,5,0,"(0.6,0.7]"
913,"William","Garcia",1973,18561,2,2,2,2,0.999606254813491,"William","Garcia",1973,18561,"William","Garcia",1973,18561,0,0,0,"(0.9,1]"
914,"David","Rodriguez",1991,16348,2,2,2,2,0.999606254813491,"David","Rodriguez",1991,16348,"David","Rodriguez",1991,16348,0,0,0,"(0.9,1]"
915,"Emma","Johnson",1997,11009,2,2,2,2,0.999606254813491,"Emma","Johnson",1997,11009,"Emma","Johnson",1997,11009,0,0,0,"(0.9,1]"
916,"John","Miller",1970,14860,2,2,0,2,0.953764941384782,"John","Miller",1970,14860,"John","Miller",1971,14860,0,0,1,"(0.9,1]"
917,"William","Rodriguez",1970,11836,2,2,0,2,0.953764941384782,"William","Rodriguez",1970,11836,"William","Rodriguez",1969,11836,0,0,1,"(0.9,1]"
918,"Olivia","Brown",1998,11361,2,0,2,2,0.9851868388166,"Olivia","Brown",1998,11361,"Olivia","Brjwf",1998,11361,0,2,0,"(0.9,1]"
919,"William","Jones",1991,18468,2,2,0,2,0.953764941384782,"William","Jones",1991,18468,"William","Jones",1990,18468,0,0,1,"(0.9,1]"
920,"David","Rodriguez",1994,17305,0,2,2,2,0.985296268614473,"David","Rodriguez",1994,17305,"fovid","Rodriguez",1994,17305,2,0,0,"(0.9,1]"
921,"John","Garcia",1980,13795,2,2,0,2,0.953764941384782,"John","Garcia",1980,13795,"John","Garcia",1982,13795,0,0,2,"(0.9,1]"
922,"William","Johnson",1989,16707,0,2,2,2,0.985296268614473,"William","Johnson",1989,16707,"Wiqlilg","Johnson",1989,16707,3,0,0,"(0.9,1]"
923,"William","Brown",1983,17405,2,2,2,2,0.999606254813491,"William","Brown",1983,17405,"William","Brown",1983,17405,0,0,0,"(0.9,1]"
924,"Michael","Martinez",1990,19174,0,0,2,2,0.637087109523096,"Michael","Martinez",1990,19174,"Micaael","Mfroinfa",1990,19174,1,4,0,"(0.6,0.7]"
925,"Michael","Miller",1985,12889,2,2,2,2,0.999606254813491,"Michael","Miller",1985,12889,"Michael","Miller",1985,12889,0,0,0,"(0.9,1]"
926,"James","Rodriguez",1982,10864,0,2,2,2,0.985296268614473,"James","Rodriguez",1982,10864,"yaivs","Rodriguez",1982,10864,3,0,0,"(0.9,1]"
927,"John","Smith",1987,10317,2,2,2,2,0.999606254813491,"John","Smith",1987,10317,"John","Smith",1987,10317,0,0,0,"(0.9,1]"
928,"James","Garcia",1993,10894,0,0,2,2,0.637087109523096,"James","Garcia",1993,10894,"Jqifo","Gxrcne",1993,10894,4,3,0,"(0.6,0.7]"
929,"William","Miller",1978,10618,0,2,2,2,0.985296268614473,"William","Miller",1978,10618,"sekslth","Miller",1978,10618,7,0,0,"(0.9,1]"
930,"Sarah","Martinez",1997,15414,2,0,2,2,0.9851868388166,"Sarah","Martinez",1997,15414,"Sarah","qaktfxei",1997,15414,0,5,0,"(0.9,1]"
931,"John","Garcia",1990,10904,2,0,0,2,0.350824129674507,"John","Garcia",1990,10904,"John","yakafd",1988,10904,0,5,2,"(0.3,0.4]"
932,"Emma","Williams",1975,10372,2,2,2,2,0.999606254813491,"Emma","Williams",1975,10372,"Emma","Williams",1975,10372,0,0,0,"(0.9,1]"
933,"David","Martinez",1976,16381,2,2,2,2,0.999606254813491,"David","Martinez",1976,16381,"David","Martinez",1976,16381,0,0,0,"(0.9,1]"
934,"Olivia","Johnson",1985,17446,2,2,2,2,0.999606254813491,"Olivia","Johnson",1985,17446,"Olivia","Johnson",1985,17446,0,0,0,"(0.9,1]"
935,"James","Smith",1978,15820,2,2,2,2,0.999606254813491,"James","Smith",1978,15820,"James","Smith",1978,15820,0,0,0,"(0.9,1]"
936,"David","Martinez",1985,10272,2,0,2,2,0.9851868388166,"David","Martinez",1985,10272,"David","Marticen",1985,10272,0,2,0,"(0.9,1]"
937,"Michael","Rodriguez",1981,12115,2,2,0,2,0.953764941384782,"Michael","Rodriguez",1981,12115,"Michael","Rodriguez",1980,12115,0,0,1,"(0.9,1]"
938,"John","Miller",1988,13913,2,2,0,2,0.953764941384782,"John","Miller",1988,13913,"John","Miller",1986,13913,0,0,2,"(0.9,1]"
939,"Sarah","Miller",1985,12669,2,2,0,2,0.953764941384782,"Sarah","Miller",1985,12669,"Sarah","Miller",1987,12669,0,0,2,"(0.9,1]"
940,"Emily","Davis",2000,13703,2,0,2,2,0.9851868388166,"Emily","Davis",2000,13703,"Emily","Dcgis",2000,13703,0,2,0,"(0.9,1]"
941,"Emma","Martinez",1986,12166,2,2,2,2,0.999606254813491,"Emma","Martinez",1986,12166,"Emma","Martinez",1986,12166,0,0,0,"(0.9,1]"
942,"James","Rodriguez",1997,15538,2,2,0,2,0.953764941384782,"James","Rodriguez",1997,15538,"James","Rodriguez",1996,15538,0,0,1,"(0.9,1]"
943,"James","Rodriguez",1990,16795,2,0,0,2,0.350824129674507,"James","Rodriguez",1990,16795,"James","Rodsqzujj",1989,16795,0,5,1,"(0.3,0.4]"
944,"Emma","Miller",1980,19564,2,2,2,2,0.999606254813491,"Emma","Miller",1980,19564,"Emma","Miller",1980,19564,0,0,0,"(0.9,1]"
945,"William","Garcia",1994,15483,0,2,2,2,0.985296268614473,"William","Garcia",1994,15483,"mwuljqv","Garcia",1994,15483,6,0,0,"(0.9,1]"
946,"Emily","Martinez",1976,17979,2,2,2,2,0.999606254813491,"Emily","Martinez",1976,17979,"Emily","Martinez",1976,17979,0,0,0,"(0.9,1]"
947,"Emma","Jones",1971,13311,2,2,2,2,0.999606254813491,"Emma","Jones",1971,13311,"Emma","Jones",1971,13311,0,0,0,"(0.9,1]"
948,"David","Davis",1999,18102,2,2,2,2,0.999606254813491,"David","Davis",1999,18102,"David","Davis",1999,18102,0,0,0,"(0.9,1]"
949,"John","Davis",1988,13772,0,2,2,2,0.985296268614473,"John","Davis",1988,13772,"lyhn","Davis",1988,13772,2,0,0,"(0.9,1]"
950,"John","Brown",1975,11648,2,0,2,2,0.9851868388166,"John","Brown",1975,11648,"John","iobtn",1975,11648,0,4,0,"(0.9,1]"
951,"David","Jones",1975,17872,2,2,0,2,0.953764941384782,"David","Jones",1975,17872,"David","Jones",1976,17872,0,0,1,"(0.9,1]"
952,"Michael","Jones",1997,18405,2,2,2,2,0.999606254813491,"Michael","Jones",1997,18405,"Michael","Jones",1997,18405,0,0,0,"(0.9,1]"
953,"Emily","Martinez",1981,12610,2,2,2,2,0.999606254813491,"Emily","Martinez",1981,12610,"Emily","Martinez",1981,12610,0,0,0,"(0.9,1]"
954,"Michael","Johnson",1998,19955,2,0,2,2,0.9851868388166,"Michael","Johnson",1998,19955,"Michael","Johnsqy",1998,19955,0,2,0,"(0.9,1]"
955,"Jane","Martinez",1984,16204,0,0,2,2,0.637087109523096,"Jane","Martinez",1984,16204,"zvqb","Murtiaen",1984,16204,4,3,0,"(0.6,0.7]"
956,"Olivia","Rodriguez",1975,17439,2,2,2,2,0.999606254813491,"Olivia","Rodriguez",1975,17439,"Olivia","Rodriguez",1975,17439,0,0,0,"(0.9,1]"
957,"Michael","Jones",1975,14755,2,2,2,2,0.999606254813491,"Michael","Jones",1975,14755,"Michael","Jones",1975,14755,0,0,0,"(0.9,1]"
958,"Olivia","Davis",1996,15466,2,2,2,2,0.999606254813491,"Olivia","Davis",1996,15466,"Olivia","Davis",1996,15466,0,0,0,"(0.9,1]"
959,"David","Miller",1997,13365,0,0,2,2,0.637087109523096,"David","Miller",1997,13365,"ucqkh","Mglaeo",1997,13365,5,3,0,"(0.6,0.7]"
960,"Emma","Davis",1975,19770,2,2,2,2,0.999606254813491,"Emma","Davis",1975,19770,"Emma","Davis",1975,19770,0,0,0,"(0.9,1]"
961,"John","Martinez",1981,16621,2,0,2,2,0.9851868388166,"John","Martinez",1981,16621,"John","marteyxs",1981,16621,0,5,0,"(0.9,1]"
962,"David","Miller",1975,17132,2,2,2,2,0.999606254813491,"David","Miller",1975,17132,"David","Miller",1975,17132,0,0,0,"(0.9,1]"
963,"Michael","Williams",1995,16242,2,0,2,2,0.9851868388166,"Michael","Williams",1995,16242,"Michael","Wjljchzs",1995,16242,0,5,0,"(0.9,1]"
964,"Sarah","Jones",1971,13929,0,2,2,2,0.985296268614473,"Sarah","Jones",1971,13929,"htrah","Jones",1971,13929,2,0,0,"(0.9,1]"
965,"Jane","Miller",1992,14052,2,2,2,2,0.999606254813491,"Jane","Miller",1992,14052,"Jane","Miller",1992,14052,0,0,0,"(0.9,1]"
966,"John","Jones",1996,14792,2,2,2,2,0.999606254813491,"John","Jones",1996,14792,"John","Jones",1996,14792,0,0,0,"(0.9,1]"
967,"William","Miller",1991,14542,2,2,2,2,0.999606254813491,"William","Miller",1991,14542,"William","Miller",1991,14542,0,0,0,"(0.9,1]"
968,"John","Jones",1984,10389,2,2,0,2,0.953764941384782,"John","Jones",1984,10389,"John","Jones",1985,10389,0,0,1,"(0.9,1]"
969,"Emma","Miller",1978,16942,2,2,2,2,0.999606254813491,"Emma","Miller",1978,16942,"Emma","Miller",1978,16942,0,0,0,"(0.9,1]"
970,"Michael","Miller",1971,11626,2,2,2,2,0.999606254813491,"Michael","Miller",1971,11626,"Michael","Miller",1971,11626,0,0,0,"(0.9,1]"
971,"Jane","Johnson",1971,12844,2,2,2,2,0.999606254813491,"Jane","Johnson",1971,12844,"Jane","Johnson",1971,12844,0,0,0,"(0.9,1]"
972,"Olivia","Miller",1990,11780,2,0,2,2,0.9851868388166,"Olivia","Miller",1990,11780,"Olivia","mxller",1990,11780,0,2,0,"(0.9,1]"
973,"Michael","Jones",1981,19177,0,2,2,2,0.985296268614473,"Michael","Jones",1981,19177,"qhxszwy","Jones",1981,19177,7,0,0,"(0.9,1]"
974,"David","Miller",1989,17945,2,2,0,2,0.953764941384782,"David","Miller",1989,17945,"David","Miller",1991,17945,0,0,2,"(0.9,1]"
975,"Emma","Jones",1974,10379,0,2,0,2,0.352540029046541,"Emma","Jones",1974,10379,"jmma","Jones",1973,10379,1,0,1,"(0.3,0.4]"
976,"John","Johnson",1997,14578,2,2,2,2,0.999606254813491,"John","Johnson",1997,14578,"John","Johnson",1997,14578,0,0,0,"(0.9,1]"
977,"Jane","Jones",1982,12913,2,2,2,2,0.999606254813491,"Jane","Jones",1982,12913,"Jane","Jones",1982,12913,0,0,0,"(0.9,1]"
978,"Emily","Jones",1975,19431,2,0,0,2,0.350824129674507,"Emily","Jones",1975,19431,"Emily","Jonbs",1974,19431,0,1,1,"(0.3,0.4]"
979,"William","Johnson",1984,19563,2,0,2,2,0.9851868388166,"William","Johnson",1984,19563,"William","cvhncxh",1984,19563,0,5,0,"(0.9,1]"
980,"David","Smith",1991,10743,2,2,2,2,0.999606254813491,"David","Smith",1991,10743,"David","Smith",1991,10743,0,0,0,"(0.9,1]"
981,"Olivia","Garcia",1996,19541,2,0,2,2,0.9851868388166,"Olivia","Garcia",1996,19541,"Olivia","Gahtia",1996,19541,0,2,0,"(0.9,1]"
982,"Emily","Jones",1975,16333,2,2,0,2,0.953764941384782,"Emily","Jones",1975,16333,"Emily","Jones",1977,16333,0,0,2,"(0.9,1]"
983,"Emma","Martinez",1980,17714,0,2,2,2,0.985296268614473,"Emma","Martinez",1980,17714,"Emqm","Martinez",1980,17714,2,0,0,"(0.9,1]"
984,"John","Garcia",1979,13400,2,2,2,2,0.999606254813491,"John","Garcia",1979,13400,"John","Garcia",1979,13400,0,0,0,"(0.9,1]"
985,"David","Jones",1978,13158,0,2,2,2,0.985296268614473,"David","Jones",1978,13158,"Davcd","Jones",1978,13158,1,0,0,"(0.9,1]"
986,"William","Garcia",1988,16783,2,0,2,2,0.9851868388166,"William","Garcia",1988,16783,"William","uazpic",1988,16783,0,4,0,"(0.9,1]"
987,"Sarah","Garcia",1986,18957,2,2,2,2,0.999606254813491,"Sarah","Garcia",1986,18957,"Sarah","Garcia",1986,18957,0,0,0,"(0.9,1]"
988,"Olivia","Smith",1978,17470,2,0,2,2,0.9851868388166,"Olivia","Smith",1978,17470,"Olivia","Sfyth",1978,17470,0,2,0,"(0.9,1]"
989,"John","Martinez",1988,13542,0,2,2,2,0.985296268614473,"John","Martinez",1988,13542,"Johu","Martinez",1988,13542,1,0,0,"(0.9,1]"
990,"Olivia","Williams",2000,18902,2,0,2,2,0.9851868388166,"Olivia","Williams",2000,18902,"Olivia","bilbiams",2000,18902,0,2,0,"(0.9,1]"
991,"William","Martinez",1988,15679,2,2,0,2,0.953764941384782,"William","Martinez",1988,15679,"William","Martinez",1990,15679,0,0,2,"(0.9,1]"
992,"Jane","Smith",1996,18564,2,0,2,2,0.9851868388166,"Jane","Smith",1996,18564,"Jane","gzkwb",1996,18564,0,5,0,"(0.9,1]"
993,"Olivia","Jones",1979,11016,2,2,2,2,0.999606254813491,"Olivia","Jones",1979,11016,"Olivia","Jones",1979,11016,0,0,0,"(0.9,1]"
994,"David","Brown",1997,15392,0,2,2,2,0.985296268614473,"David","Brown",1997,15392,"Davik","Brown",1997,15392,1,0,0,"(0.9,1]"
995,"Michael","Martinez",1978,12951,2,2,2,2,0.999606254813491,"Michael","Martinez",1978,12951,"Michael","Martinez",1978,12951,0,0,0,"(0.9,1]"
996,"Jane","Johnson",1999,16457,2,0,2,2,0.9851868388166,"Jane","Johnson",1999,16457,"Jane","yokgsyv",1999,16457,0,5,0,"(0.9,1]"
997,"Sarah","Williams",1986,13383,2,2,2,2,0.999606254813491,"Sarah","Williams",1986,13383,"Sarah","Williams",1986,13383,0,0,0,"(0.9,1]"
998,"Jane","Williams",1976,14441,2,2,2,2,0.999606254813491,"Jane","Williams",1976,14441,"Jane","Williams",1976,14441,0,0,0,"(0.9,1]"
999,"Michael","Johnson",1976,17812,0,2,0,2,0.352540029046541,"Michael","Johnson",1976,17812,"Mawizmd","Johnson",1975,17812,6,0,1,"(0.3,0.4]"
1000,"Michael","Jones",1990,15600,2,0,2,2,0.9851868388166,"Michael","Jones",1990,15600,"Michael","uqemj",1990,15600,0,5,0,"(0.9,1]"
1001,"Emily","Williams",1971,18351,2,2,2,2,0.999606254813491,"Emily","Williams",1971,18351,"Emily","Williams",1971,18351,0,0,0,"(0.9,1]"
1002,"James","Johnson",1982,10560,2,2,2,2,0.999606254813491,"James","Johnson",1982,10560,"James","Johnson",1982,10560,0,0,0,"(0.9,1]"
1003,"David","Williams",1981,18618,2,2,2,2,0.999606254813491,"David","Williams",1981,18618,"David","Williams",1981,18618,0,0,0,"(0.9,1]"
1004,"Jane","Johnson",1991,11171,2,2,2,2,0.999606254813491,"Jane","Johnson",1991,11171,"Jane","Johnson",1991,11171,0,0,0,"(0.9,1]"
1005,"James","Brown",1973,14147,2,2,2,2,0.999606254813491,"James","Brown",1973,14147,"James","Brown",1973,14147,0,0,0,"(0.9,1]"
1006,"John","Smith",1980,10184,0,2,2,2,0.985296268614473,"John","Smith",1980,10184,"Johw","Smith",1980,10184,1,0,0,"(0.9,1]"
1007,"William","Martinez",1983,10153,2,0,2,2,0.9851868388166,"William","Martinez",1983,10153,"William","Meotinqz",1983,10153,0,3,0,"(0.9,1]"
1008,"John","Smith",1992,11610,2,2,2,2,0.999606254813491,"John","Smith",1992,11610,"John","Smith",1992,11610,0,0,0,"(0.9,1]"
1009,"Sarah","Miller",1994,12524,0,2,2,2,0.985296268614473,"Sarah","Miller",1994,12524,"Sacfc","Miller",1994,12524,3,0,0,"(0.9,1]"
1010,"John","Johnson",1993,17997,2,2,2,2,0.999606254813491,"John","Johnson",1993,17997,"John","Johnson",1993,17997,0,0,0,"(0.9,1]"
1011,"Sarah","Jones",1982,18110,2,2,2,2,0.999606254813491,"Sarah","Jones",1982,18110,"Sarah","Jones",1982,18110,0,0,0,"(0.9,1]"
1012,"Emma","Williams",1979,14360,2,2,2,2,0.999606254813491,"Emma","Williams",1979,14360,"Emma","Williams",1979,14360,0,0,0,"(0.9,1]"
1013,"Olivia","Garcia",1978,19344,2,2,2,2,0.999606254813491,"Olivia","Garcia",1978,19344,"Olivia","Garcia",1978,19344,0,0,0,"(0.9,1]"
1014,"Jane","Garcia",1971,15804,0,2,2,2,0.985296268614473,"Jane","Garcia",1971,15804,"zans","Garcia",1971,15804,2,0,0,"(0.9,1]"
1015,"David","Johnson",1982,11139,0,2,0,2,0.352540029046541,"David","Johnson",1982,11139,"bzvid","Johnson",1981,11139,2,0,1,"(0.3,0.4]"
1016,"Olivia","Brown",1984,13759,2,2,2,2,0.999606254813491,"Olivia","Brown",1984,13759,"Olivia","Brown",1984,13759,0,0,0,"(0.9,1]"
1017,"Jane","Martinez",1987,11954,2,2,2,2,0.999606254813491,"Jane","Martinez",1987,11954,"Jane","Martinez",1987,11954,0,0,0,"(0.9,1]"
1018,"David","Johnson",1989,19484,2,2,2,2,0.999606254813491,"David","Johnson",1989,19484,"David","Johnson",1989,19484,0,0,0,"(0.9,1]"
1019,"Michael","Williams",1986,17548,2,2,0,2,0.953764941384782,"Michael","Williams",1986,17548,"Michael","Williams",1985,17548,0,0,1,"(0.9,1]"
1020,"Sarah","Jones",1981,17348,2,2,2,2,0.999606254813491,"Sarah","Jones",1981,17348,"Sarah","Jones",1981,17348,0,0,0,"(0.9,1]"
1021,"Sarah","Rodriguez",1975,19640,2,0,2,2,0.9851868388166,"Sarah","Rodriguez",1975,19640,"Sarah","htwvigeez",1975,19640,0,5,0,"(0.9,1]"
1022,"James","Brown",1983,14675,2,2,2,2,0.999606254813491,"James","Brown",1983,14675,"James","Brown",1983,14675,0,0,0,"(0.9,1]"
1023,"Sarah","Rodriguez",1991,10348,2,2,0,2,0.953764941384782,"Sarah","Rodriguez",1991,10348,"Sarah","Rodriguez",1993,10348,0,0,2,"(0.9,1]"
1024,"Emily","Smith",1983,10102,2,0,2,2,0.9851868388166,"Emily","Smith",1983,10102,"Emily","Smgto",1983,10102,0,2,0,"(0.9,1]"
1025,"Jane","Davis",1990,11212,2,2,0,2,0.953764941384782,"Jane","Davis",1990,11212,"Jane","Davis",1992,11212,0,0,2,"(0.9,1]"
1026,"William","Davis",1995,11282,2,0,2,2,0.9851868388166,"William","Davis",1995,11282,"William","Davfs",1995,11282,0,1,0,"(0.9,1]"
1027,"James","Rodriguez",1975,10399,2,2,2,2,0.999606254813491,"James","Rodriguez",1975,10399,"James","Rodriguez",1975,10399,0,0,0,"(0.9,1]"
